Helység;jogállása;Megye ;megye székhely;Terület  (hektár);Lakó-népesség;Lakások száma
Pócspetri;község;Szabolcs-Szatmár-Bereg;Nyírbátor;2637;1674;642
Pogány;község;Baranya;Pécs;1155;1168;404
Pogányszentpéter;község;Somogy;Csurgó;1315;477;184
Pókaszepetk;község;Zala;Zalaegerszeg;1869;909;361
Polány;község;Somogy;Kaposvár;1286;239;147
Polgár;város;Hajdú-Bihar;Hajdúnánás;9748;7889;3396
Polgárdi;város;Fejér;Székesfehérvár;7216;6829;2342
Pomáz;város;Pest;Szentendre;4904;16624;6188
Porcsalma;nagyközség;Szabolcs-Szatmár-Bereg;Csenger;3109;2743;998
Pornóapáti;község;Vas;Szombathely;1514;416;142
Poroszló;község;Heves;Füzesabony;10904;2920;1353
Porpác;község;Vas;Sárvár;619;132;80
Porrog;község;Somogy;Csurgó;1402;205;130
Porrogszentkirály;község;Somogy;Csurgó;1365;282;150
Porrogszentpál;község;Somogy;Csurgó;354;75;43
Pórszombat;község;Zala;Lenti;1551;287;141
Porva;község;Veszprém;Zirc;2813;422;171
Pósfa;község;Vas;Sárvár;535;268;108
Potony;község;Somogy;Barcs;1590;195;117
Potyond;község;Győr-Moson-Sopron;Csorna;284;96;46
Pölöske;község;Zala;Zalaegerszeg;4520;831;314
Pölöskefő;község;Zala;Nagykanizsa;1232;358;162
Pörböly;község;Tolna;Szekszárd;1111;539;240
Pördefölde;község;Zala;Lenti;1912;59;42
Pötréte;község;Zala;Nagykanizsa;1412;233;154
Prügy;község;Borsod-Abaúj-Zemplén;Szerencs;3139;2492;827
Pula;község;Veszprém;Veszprém;1464;194;88
Pusztaapáti;község;Zala;Lenti;1059;20;21
Pusztaberki;község;Nógrád;Rétság;685;124;120
Pusztacsalád;község;Győr-Moson-Sopron;Sopron;2405;263;129
Pusztacsó;község;Vas;Kőszeg;726;149;60
Pusztadobos;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1669;1535;519
Pusztaederics;község;Zala;Zalaegerszeg;955;180;91
Pusztafalu;község;Borsod-Abaúj-Zemplén;Sátoraljaújhely;700;179;104
Pusztaföldvár;község;Békés;Orosháza;5713;1662;856
Pusztahencse;község;Tolna;Paks;3171;945;373
Pusztakovácsi;község;Somogy;Marcali;4338;835;337
Pusztamagyaród;község;Zala;Letenye;1602;549;264
Pusztamérges;község;Csongrád;Mórahalom;2438;1124;611
Pusztamiske;község;Veszprém;Devecser;1781;409;145
Pusztamonostor;község;Jász-Nagykun-Szolnok;Jászberény;2462;1543;753
Pusztaottlaka;község;Békés;Mezőkovácsháza;1887;474;231
Pusztaradvány;község;Borsod-Abaúj-Zemplén;Encs;715;256;69
Pusztaszabolcs;város;Fejér;Dunaújváros;5166;5904;2277
Pusztaszemes;község;Somogy;Siófok;1039;336;159
Pusztaszentlászló;község;Zala;Zalaegerszeg;1034;575;271
Pusztaszer;község;Csongrád;Kistelek;4892;1407;752
Pusztavacs;község;Pest;Dabas;7905;1330;573
Pusztavám;község;Fejér;Mór;3469;2421;984
Pusztazámor;község;Pest;Érd;928;1153;433
Putnok;város;Borsod-Abaúj-Zemplén;Putnok;3473;6718;2550
Püski;község;Győr-Moson-Sopron;Mosonmagyaróvár;839;653;255
Püspökhatvan;község;Pest;Vác;2473;1445;508
Püspökladány;város;Hajdú-Bihar;Püspökladány;18686;14605;5998
Püspökmolnári;község;Vas;Vasvár;1510;848;393
Püspökszilágy;község;Pest;Vác;2530;726;296
Rábacsanak;község;Győr-Moson-Sopron;Csorna;1385;485;265
Rábacsécsény;község;Győr-Moson-Sopron;Tét;1569;576;245
Rábagyarmat;község;Vas;Szentgotthárd;1679;793;294
Rábahídvég;község;Vas;Vasvár;2241;1022;389
Rábakecöl;község;Győr-Moson-Sopron;Kapuvár;2303;649;350
Rábapatona;község;Győr-Moson-Sopron;Győr;3974;2500;957
Rábapaty;község;Vas;Sárvár;2141;1617;669
Rábapordány;község;Győr-Moson-Sopron;Csorna;2189;1023;440
Rábasebes;község;Győr-Moson-Sopron;Csorna;539;54;85
Rábaszentandrás;község;Győr-Moson-Sopron;Csorna;1161;479;209
Rábaszentmihály;község;Győr-Moson-Sopron;Tét;1096;485;199
Rábaszentmiklós;község;Győr-Moson-Sopron;Tét;501;140;65
Rábatamási;község;Győr-Moson-Sopron;Csorna;2174;934;439
Rábatöttös;község;Vas;Szombathely;648;219;122
Rábcakapi;község;Győr-Moson-Sopron;Csorna;787;160;90
Rácalmás;város;Fejér;Dunaújváros;4064;4572;1722
Ráckeresztúr;község;Fejér;Martonvásár;3530;3251;1282
Ráckeve;város;Pest;Ráckeve;6409;9960;4011
Rád;község;Pest;Vác;1774;1940;672
Rádfalva;község;Baranya;Siklós;1288;190;91
Rádóckölked;község;Vas;Körmend;1895;292;135
Radostyán;község;Borsod-Abaúj-Zemplén;Miskolc;810;601;222
Ragály;község;Borsod-Abaúj-Zemplén;Putnok;1555;643;249
Rajka;község;Győr-Moson-Sopron;Mosonmagyaróvár;5260;2607;1339
Rakaca;község;Borsod-Abaúj-Zemplén;Edelény;1900;819;260
Rakacaszend;község;Borsod-Abaúj-Zemplén;Edelény;1571;356;159
Rakamaz;város;Szabolcs-Szatmár-Bereg;Nyíregyháza;4264;4374;1853
Rákóczibánya;község;Nógrád;Salgótarján;456;668;309
Rákóczifalva;város;Jász-Nagykun-Szolnok;Szolnok;3595;5307;2245
Rákócziújfalu;község;Jász-Nagykun-Szolnok;Szolnok;1961;1971;732
Ráksi;község;Somogy;Kaposvár;1517;419;184
Ramocsa;község;Zala;Lenti;273;43;20
Ramocsaháza;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;1811;1517;542
Rápolt;község;Szabolcs-Szatmár-Bereg;Mátészalka;321;136;85
Raposka;község;Veszprém;Tapolca;490;224;98
Rásonysápberencs;község;Borsod-Abaúj-Zemplén;Szikszó;912;569;193
Rátka;község;Borsod-Abaúj-Zemplén;Szerencs;1178;957;422
Rátót;község;Vas;Szentgotthárd;727;291;102
Ravazd;község;Győr-Moson-Sopron;Pannonhalma;2853;1200;476
Recsk;nagyközség;Heves;Pétervására;4537;2673;1297
Réde;község;Komárom-Esztergom;Kisbér;4588;1356;565
Rédics;község;Zala;Lenti;2531;881;377
Regéc;község;Borsod-Abaúj-Zemplén;Gönc;2721;76;74
Regenye;község;Baranya;Pécs;615;168;59
Regöly;község;Tolna;Tamási;6267;1156;530
Rém;község;Bács-Kiskun;Jánoshalma;3993;1275;571
Remeteszőlős;község;Pest;Budakeszi;289;806;314
Répáshuta;község;Borsod-Abaúj-Zemplén;Miskolc;1678;424;185
Répcelak;város;Vas;Sárvár;1382;2625;1067
Répceszemere;község;Győr-Moson-Sopron;Kapuvár;941;286;140
Répceszentgyörgy;község;Vas;Sárvár;575;103;83
Répcevis;község;Győr-Moson-Sopron;Sopron;609;328;147
Resznek;község;Zala;Lenti;1841;287;152
Rétalap;község;Győr-Moson-Sopron;Győr;1320;554;215
Rétközberencs;község;Szabolcs-Szatmár-Bereg;Kisvárda;1579;1057;374
Rétság;város;Nógrád;Rétság;1980;2713;1159
Révfülöp;nagyközség;Veszprém;Tapolca;1036;1174;609
Révleányvár;község;Borsod-Abaúj-Zemplén;Cigánd;1649;435;288
Rezi;község;Zala;Keszthely;2975;1168;494
Ricse;nagyközség;Borsod-Abaúj-Zemplén;Cigánd;2475;1769;627
Rigács;község;Veszprém;Sümeg;617;183;98
Rigyác;község;Zala;Nagykanizsa;1536;385;144
Rimóc;község;Nógrád;Szécsény;2926;1844;689
Rinyabesenyő;község;Somogy;Nagyatád;2863;217;74
Rinyakovácsi;község;Somogy;Kaposvár;1109;175;65
Rinyaszentkirály;község;Somogy;Nagyatád;3056;389;154
Rinyaújlak;község;Somogy;Barcs;2426;261;152
Rinyaújnép;község;Somogy;Barcs;828;55;50
Rohod;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;1956;1235;446
Románd;község;Győr-Moson-Sopron;Pannonhalma;985;313;144
Romhány;község;Nógrád;Rétság;2547;2040;926
Romonya;község;Baranya;Pécs;707;496;173
Rózsafa;község;Baranya;Szigetvár;1664;333;141
Rozsály;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1485;809;255
Rózsaszentmárton;község;Heves;Hatvan;1631;1883;894
Röjtökmuzsaj;község;Győr-Moson-Sopron;Sopron;1585;437;205
Rönök;község;Vas;Szentgotthárd;1722;409;165
Röszke;község;Csongrád;Szeged;3662;3169;1399
Rudabánya;város;Borsod-Abaúj-Zemplén;Kazincbarcika;1646;2502;1126
Rudolftelep;község;Borsod-Abaúj-Zemplén;Kazincbarcika;439;711;295
Rum;község;Vas;Szombathely;1685;1206;463
Ruzsa;község;Csongrád;Mórahalom;8465;2439;1315
Ságújfalu;község;Nógrád;Salgótarján;1203;1023;393
Ságvár;község;Somogy;Siófok;3843;1807;696
Sajóbábony;város;Borsod-Abaúj-Zemplén;Miskolc;1343;2786;1139
Sajóecseg;község;Borsod-Abaúj-Zemplén;Miskolc;794;1040;427
Sajógalgóc;község;Borsod-Abaúj-Zemplén;Kazincbarcika;1012;334;138
Sajóhídvég;község;Borsod-Abaúj-Zemplén;Miskolc;1344;1109;331
Sajóivánka;község;Borsod-Abaúj-Zemplén;Kazincbarcika;1023;603;223
Sajókápolna;község;Borsod-Abaúj-Zemplén;Miskolc;1051;408;157
Sajókaza;község;Borsod-Abaúj-Zemplén;Kazincbarcika;3072;3116;995
Sajókeresztúr;község;Borsod-Abaúj-Zemplén;Miskolc;1639;1483;567
Sajólád;község;Borsod-Abaúj-Zemplén;Miskolc;1268;2811;981
Sajólászlófalva;község;Borsod-Abaúj-Zemplén;Miskolc;661;425;158
Sajómercse;község;Borsod-Abaúj-Zemplén;Putnok;1118;209;129
Sajónémeti;község;Borsod-Abaúj-Zemplén;Putnok;739;517;226
Sajóörös;község;Borsod-Abaúj-Zemplén;Tiszaújváros;844;1293;534
Sajópálfala;község;Borsod-Abaúj-Zemplén;Miskolc;711;728;285
Sajópetri;község;Borsod-Abaúj-Zemplén;Miskolc;927;1387;481
Sajópüspöki;község;Borsod-Abaúj-Zemplén;Putnok;944;471;198
Sajósenye;község;Borsod-Abaúj-Zemplén;Miskolc;847;429;142
Sajószentpéter;város;Borsod-Abaúj-Zemplén;Kazincbarcika;3485;11679;4565
Sajószöged;község;Borsod-Abaúj-Zemplén;Tiszaújváros;1362;2182;929
Sajóvámos;község;Borsod-Abaúj-Zemplén;Miskolc;3122;2122;779
Sajóvelezd;község;Borsod-Abaúj-Zemplén;Putnok;2301;791;304
Sajtoskál;község;Vas;Sárvár;941;360;168
Salföld;község;Veszprém;Tapolca;518;80;42
Salgótarján;megyeszékhely, megyei jogú város;Nógrád;Salgótarján;9794;35811;18026
Salköveskút;község;Vas;Szombathely;1320;464;188
Salomvár;község;Zala;Zalaegerszeg;1611;615;246
Sály;község;Borsod-Abaúj-Zemplén;Mezőkövesd;2557;1752;686
Sámod;község;Baranya;Sellye;620;173;78
Sámsonháza;község;Nógrád;Salgótarján;1271;265;155
Sand;község;Zala;Nagykanizsa;748;386;200
Sándorfalva;város;Csongrád;Szeged;5575;7756;3275
Sántos;község;Somogy;Kaposvár;1138;536;186
Sáp;község;Hajdú-Bihar;Püspökladány;1921;972;376
Sáránd;község;Hajdú-Bihar;Derecske;2268;2225;857
Sárazsadány;község;Borsod-Abaúj-Zemplén;Sárospatak;1531;240;178
Sárbogárd;város;Fejér;Sárbogárd;18935;12138;5049
Sáregres;község;Fejér;Sárbogárd;2613;735;337
Sárfimizdó;község;Vas;Vasvár;746;78;65
Sárhida;község;Zala;Zalaegerszeg;510;778;278
Sárisáp;község;Komárom-Esztergom;Esztergom;1427;2674;1098
Sarkad;város;Békés;Sarkad;12557;9911;4342
Sarkadkeresztúr;község;Békés;Sarkad;3530;1509;770
Sárkeresztes;község;Fejér;Székesfehérvár;2327;1525;566
Sárkeresztúr;község;Fejér;Sárbogárd;4675;2555;761
Sárkeszi;község;Fejér;Székesfehérvár;1479;589;216
Sármellék;község;Zala;Keszthely;3537;1828;777
Sárok;község;Baranya;Mohács;462;122;64
Sárosd;nagyközség;Fejér;Székesfehérvár;4810;3199;1132
Sárospatak;város;Borsod-Abaúj-Zemplén;Sárospatak;13908;12256;5282
Sárpilis;község;Tolna;Szekszárd;2169;677;209
Sárrétudvari;nagyközség;Hajdú-Bihar;Püspökladány;5439;2963;1212
Sarród;község;Győr-Moson-Sopron;Sopron;4007;1032;454
Sárszentágota;község;Fejér;Sárbogárd;4548;1358;521
Sárszentlőrinc;község;Tolna;Paks;4669;1060;506
Sárszentmihály;község;Fejér;Székesfehérvár;3739;2973;1113
Sarud;község;Heves;Füzesabony;5162;1184;574
Sárvár;város;Vas;Sárvár;6464;14716;6391
Sásd;város;Baranya;Sásd;1488;3094;1366
Sáska;község;Veszprém;Tapolca;3746;280;126
Sáta;község;Borsod-Abaúj-Zemplén;Ózd;1646;1133;514
Sátoraljaújhely;város;Borsod-Abaúj-Zemplén;Sátoraljaújhely;7344;14956;6705
Sátorhely;község;Baranya;Mohács;1760;607;241
Sávoly;község;Somogy;Marcali;2685;521;227
Sé;község;Vas;Szombathely;603;1341;471
Segesd;község;Somogy;Nagyatád;7309;2502;889
Selyeb;község;Borsod-Abaúj-Zemplén;Szikszó;1664;461;165
Sellye;város;Baranya;Sellye;2519;2614;1109
Semjén;község;Borsod-Abaúj-Zemplén;Cigánd;784;493;168
Semjénháza;község;Zala;Letenye;470;606;219
Sénye;község;Zala;Zalaszentgrót;304;31;30
Sényő;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;1830;1381;482
Seregélyes;nagyközség;Fejér;Székesfehérvár;7816;4342;1616
Serényfalva;község;Borsod-Abaúj-Zemplén;Putnok;1963;983;363
Sérsekszőlős;község;Somogy;Tab;666;145;59
Sikátor;község;Győr-Moson-Sopron;Pannonhalma;1373;307;143
Siklós;város;Baranya;Siklós;5092;9248;4047
Siklósbodony;község;Baranya;Siklós;434;140;45
Siklósnagyfalu;község;Baranya;Siklós;909;442;124
Sima;község;Borsod-Abaúj-Zemplén;Gönc;488;31;21
Simaság;község;Vas;Sárvár;1013;537;238
Simonfa;község;Somogy;Kaposvár;1100;345;142
Simontornya;város;Tolna;Tamási;3384;4051;1852
Sióagárd;község;Tolna;Szekszárd;2441;1239;531
Siófok;város;Somogy;Siófok;12466;25386;13661
Siójut;község;Somogy;Siófok;1073;628;255
Sirok;község;Heves;Pétervására;6339;1814;947
Sitke;község;Vas;Sárvár;2721;675;296
Sobor;község;Győr-Moson-Sopron;Csorna;1671;250;156
Sokorópátka;község;Győr-Moson-Sopron;Győr;1686;1102;475
Solt;város;Bács-Kiskun;Kalocsa;13232;6361;2908
Soltszentimre;község;Bács-Kiskun;Kiskőrös;4449;1215;645
Soltvadkert;város;Bács-Kiskun;Kiskőrös;10885;7484;3337
Sóly;község;Veszprém;Veszprém;1028;460;174
Solymár;nagyközség;Pest;Pilisvörösvár;1786;10065;3774
Som;község;Somogy;Siófok;2335;691;267
Somberek;község;Baranya;Mohács;3142;1358;518
Somlójenő;község;Veszprém;Devecser;815;291;138
Somlószőlős;község;Veszprém;Devecser;1945;671;310
Somlóvásárhely;község;Veszprém;Devecser;2320;1108;455
Somlóvecse;község;Veszprém;Devecser;493;66;52
Somodor;község;Somogy;Kaposvár;1991;383;177
Somogyacsa;község;Somogy;Tab;2445;174;166
Somogyapáti;község;Baranya;Szigetvár;1070;483;205
Somogyaracs;község;Somogy;Barcs;770;191;81
Somogyaszaló;község;Somogy;Kaposvár;2211;733;292
Somogybabod;község;Somogy;Fonyód;1058;457;230
Somogybükkösd;község;Somogy;Csurgó;1180;74;73
Somogycsicsó;község;Somogy;Csurgó;1238;156;77
Somogydöröcske;község;Somogy;Tab;1083;129;99
Somogyegres;község;Somogy;Tab;1081;186;125
Somogyfajsz;község;Somogy;Kaposvár;1825;555;215
Somogygeszti;község;Somogy;Kaposvár;2170;467;203
Somogyhárságy;község;Baranya;Szigetvár;3097;404;212
Somogyhatvan;község;Baranya;Szigetvár;1351;343;133
Somogyjád;község;Somogy;Kaposvár;2506;1588;579
Somogymeggyes;község;Somogy;Tab;1565;491;224
Somogysámson;község;Somogy;Marcali;2177;731;281
Somogysárd;község;Somogy;Kaposvár;3634;1197;498
Somogysimonyi;község;Somogy;Marcali;1582;88;47
Somogyszentpál;község;Somogy;Marcali;2896;802;366
Somogyszil;község;Somogy;Kaposvár;3846;766;350
Somogyszob;község;Somogy;Nagyatád;4008;1563;638
Somogytúr;község;Somogy;Fonyód;3530;454;207
Somogyudvarhely;község;Somogy;Csurgó;4042;1005;441
Somogyvámos;község;Somogy;Fonyód;2501;769;319
Somogyvár;község;Somogy;Fonyód;5303;1756;729
Somogyviszló;község;Baranya;Szigetvár;1262;234;113
Somogyzsitfa;község;Somogy;Marcali;2722;584;306
Somoskőújfalu;község;Nógrád;Salgótarján;519;2227;1090
Sonkád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1981;808;244
Soponya;nagyközség;Fejér;Székesfehérvár;4994;1824;678
Sopron;megyei jogú város;Győr-Moson-Sopron;Sopron;16897;61780;27410
Sopronhorpács;község;Győr-Moson-Sopron;Sopron;2068;848;311
Sopronkövesd;község;Győr-Moson-Sopron;Sopron;2681;1249;478
Sopronnémeti;község;Győr-Moson-Sopron;Csorna;710;297;122
Sorkifalud;község;Vas;Szombathely;1737;655;263
Sorkikápolna;község;Vas;Szombathely;886;233;106
Sormás;község;Zala;Nagykanizsa;1637;847;323
Sorokpolány;község;Vas;Szombathely;1329;839;280
Sóshartyán;község;Nógrád;Salgótarján;1214;975;303
Sóskút;község;Pest;Érd;2768;3138;1229
Sóstófalva;község;Borsod-Abaúj-Zemplén;Miskolc;728;234;112
Sósvertike;község;Baranya;Sellye;660;154;62
Sótony;község;Vas;Sárvár;1493;629;283
Söjtör;község;Zala;Zalaegerszeg;3615;1450;629
Söpte;község;Vas;Szombathely;1398;740;275
Söréd;község;Fejér;Mór;625;499;212
Sukoró;község;Fejér;Gárdony;1627;1402;633
Sumony;község;Baranya;Szentlőrinc;2021;427;168
Súr;község;Komárom-Esztergom;Kisbér;3735;1182;505
Surd;község;Zala;Nagykanizsa;2194;600;238
Sükösd;nagyközség;Bács-Kiskun;Baja;9418;3627;1550
Sülysáp;város;Pest;Nagykáta;4732;8212;3012
Sümeg;város;Veszprém;Sümeg;6413;6189;2591
Sümegcsehi;község;Zala;Zalaszentgrót;1744;621;249
Sümegprága;község;Veszprém;Sümeg;578;589;248
Süttő;község;Komárom-Esztergom;Esztergom;3447;2023;794
Szabadbattyán;nagyközség;Fejér;Székesfehérvár;3366;4518;1675
Szabadegyháza;község;Fejér;Gárdony;4163;2085;785
Szabadhídvég;község;Fejér;Enying;4408;852;397
Szabadi;község;Somogy;Kaposvár;823;267;125
Szabadkígyós;község;Békés;Békéscsaba;4556;2434;1101
Szabadszállás;város;Bács-Kiskun;Kunszentmiklós;16462;6148;3003
Szabadszentkirály;község;Baranya;Szentlőrinc;1269;755;292
Szabás;község;Somogy;Nagyatád;1811;622;185
Szabolcs;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;587;413;191
Szabolcsbáka;község;Szabolcs-Szatmár-Bereg;Kisvárda;1983;1162;451
Szabolcsveresmart;község;Szabolcs-Szatmár-Bereg;Kisvárda;2291;1690;562
Szada;nagyközség;Pest;Gödöllő;1668;4918;1754
Szágy;község;Baranya;Sásd;940;142;61
Szajk;község;Baranya;Bóly;1136;808;325
Szajla;község;Heves;Pétervására;870;548;319
Szajol;község;Jász-Nagykun-Szolnok;Szolnok;3697;3722;1565
Szakácsi;község;Borsod-Abaúj-Zemplén;Edelény;863;182;66
Szakadát;község;Tolna;Tamási;1070;205;136
Szakáld;község;Borsod-Abaúj-Zemplén;Tiszaújváros;1140;459;227
Szakály;község;Tolna;Tamási;4101;1352;606
Szakcs;község;Tolna;Dombóvár;5579;853;458
Szakmár;község;Bács-Kiskun;Kalocsa;7461;1194;599
Szaknyér;község;Vas;Körmend;293;49;44
Szakoly;község;Szabolcs-Szatmár-Bereg;Nagykálló;4143;2743;997
Szakony;község;Győr-Moson-Sopron;Sopron;1349;408;235
Szakonyfalu;község;Vas;Szentgotthárd;1118;351;136
Szákszend;község;Komárom-Esztergom;Oroszlány;3593;1447;648
Szalafő;község;Vas;Körmend;2737;184;150
Szalánta;község;Baranya;Pécs;1708;1125;437
Szalapa;község;Zala;Zalaszentgrót;452;197;91
Szalaszend;község;Borsod-Abaúj-Zemplén;Encs;1822;1064;370
Szalatnak;község;Baranya;Komló;1028;288;171
Szálka;község;Tolna;Szekszárd;1708;576;256
Szalkszentmárton;község;Bács-Kiskun;Kunszentmiklós;8208;2787;1285
Szalmatercs;község;Nógrád;Szécsény;758;403;189
Szalonna;község;Borsod-Abaúj-Zemplén;Edelény;2008;1163;372
Szamosangyalos;község;Szabolcs-Szatmár-Bereg;Csenger;804;460;199
Szamosbecs;község;Szabolcs-Szatmár-Bereg;Csenger;669;378;166
Szamoskér;község;Szabolcs-Szatmár-Bereg;Mátészalka;971;400;185
Szamossályi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1158;747;322
Szamostatárfalva;község;Szabolcs-Szatmár-Bereg;Csenger;449;309;126
Szamosújlak;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;527;361;195
Szamosszeg;község;Szabolcs-Szatmár-Bereg;Mátészalka;3529;1946;721
Szanda;község;Nógrád;Balassagyarmat;2149;634;416
Szank;község;Bács-Kiskun;Kiskunmajsa;7482;2395;1155
Szántód;község;Somogy;Siófok;791;561;363
Szany;nagyközség;Győr-Moson-Sopron;Csorna;3416;2024;974
Szápár;község;Veszprém;Zirc;709;481;196
Szaporca;község;Baranya;Siklós;965;231;98
Szár;község;Fejér;Bicske;2263;1635;597
Szárász;község;Baranya;Komló;598;34;28
Szárazd;község;Tolna;Tamási;782;223;133
Szárföld;község;Győr-Moson-Sopron;Kapuvár;1712;878;415
Szárliget;község;Komárom-Esztergom;Tatabánya;1456;2350;834
Szarvas;város;Békés;Szarvas;16157;16275;7729
Szarvasgede;község;Nógrád;Pásztó;999;378;216
Szarvaskend;község;Vas;Körmend;1034;199;113
Szarvaskő;község;Heves;Eger;1259;325;168
Szászberek;község;Jász-Nagykun-Szolnok;Szolnok;3922;1017;414
Szászfa;község;Borsod-Abaúj-Zemplén;Szikszó;1213;106;82
Szászvár;nagyközség;Baranya;Komló;2117;2328;1025
Szatmárcseke;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;3625;1553;588
Szátok;község;Nógrád;Rétság;895;595;167
Szatta;község;Vas;Körmend;601;76;46
Szatymaz;község;Csongrád;Szeged;5372;4675;2296
Szava;község;Baranya;Siklós;1264;327;121
Százhalombatta;város;Pest;Érd;2806;18617;7607
Szebény;község;Baranya;Mohács;1437;314;193
Szécsénke;község;Nógrád;Balassagyarmat;978;195;128
Szécsény;város;Nógrád;Szécsény;4567;5937;2539
Szécsényfelfalu;község;Nógrád;Szécsény;821;390;223
Szécsisziget;község;Zala;Lenti;620;202;105
Szederkény;község;Baranya;Bóly;1433;1775;641
Szedres;község;Tolna;Szekszárd;4631;2220;788
Szeged;megyeszékhely, megyei jogú város;Csongrád;Szeged;28100;162593;80606
Szegerdő;község;Somogy;Marcali;546;219;100
Szeghalom;város;Békés;Szeghalom;21713;9078;3959
Szegi;község;Borsod-Abaúj-Zemplén;Tokaj;905;265;150
Szegilong;község;Borsod-Abaúj-Zemplén;Tokaj;693;210;118
Szegvár;nagyközség;Csongrád;Szentes;8617;4385;2099
Székely;község;Szabolcs-Szatmár-Bereg;Kemecse;1607;1044;363
Székelyszabar;község;Baranya;Mohács;1548;556;249
Székesfehérvár;megyeszékhely, megyei jogú város;Fejér;Székesfehérvár;17089;98673;44954
Székkutas;község;Csongrád;Hódmezővásárhely;12393;2071;1058
Szekszárd;megyeszékhely, megyei jogú város;Tolna;Szekszárd;9627;33032;15194
Szeleste;község;Vas;Sárvár;2074;654;279
Szelevény;község;Jász-Nagykun-Szolnok;Kunszentmárton;4539;1086;595
Szellő;község;Baranya;Pécsvárad;596;137;73
Szemely;község;Baranya;Pécs;947;411;175
Szemenye;község;Vas;Vasvár;1180;320;187
Szemere;község;Borsod-Abaúj-Zemplén;Encs;2630;384;142
Szendehely;község;Nógrád;Rétság;1004;1535;629
Szendrő;város;Borsod-Abaúj-Zemplén;Edelény;5356;4260;1419
Szendrőlád;község;Borsod-Abaúj-Zemplén;Edelény;1770;2059;439
Szenna;község;Somogy;Kaposvár;2698;772;254
Szenta;község;Somogy;Csurgó;6447;380;164
Szentantalfa;község;Veszprém;Balatonfüred;661;432;140
Szentbalázs;község;Somogy;Kaposvár;1213;315;112
Szentbékkálla;község;Veszprém;Tapolca;1070;174;111
Szentborbás;község;Somogy;Barcs;747;103;63
Szentdénes;község;Baranya;Szentlőrinc;1215;280;133
Szentdomonkos;község;Heves;Pétervására;1840;406;212
Szente;község;Nógrád;Rétság;753;322;156
Szentegát;község;Baranya;Szigetvár;2778;371;164
Szentendre;város;Pest;Szentendre;4382;25542;10317
Szentes;város;Csongrád;Szentes;35325;27898;12723
Szentgál;község;Veszprém;Veszprém;9499;2713;994
Szentgáloskér;község;Somogy;Kaposvár;2725;520;236
Szentgotthárd;város;Vas;Szentgotthárd;6773;8867;3399
Szentgyörgyvár;község;Zala;Keszthely;1162;305;164
Szentgyörgyvölgy;község;Zala;Lenti;2958;401;228
Szentimrefalva;község;Veszprém;Sümeg;1087;195;98
Szentistván;nagyközség;Borsod-Abaúj-Zemplén;Mezőkövesd;5107;2429;1139
Szentistvánbaksa;község;Borsod-Abaúj-Zemplén;Szikszó;656;263;135
Szentjakabfa;község;Veszprém;Balatonfüred;576;111;46
Szentkatalin;község;Baranya;Szentlőrinc;1331;88;73
Szentkirály;község;Bács-Kiskun;Tiszakécske;10189;1884;849
Szentkirályszabadja;község;Veszprém;Veszprém;2238;1845;680
Szentkozmadombja;község;Zala;Zalaegerszeg;508;71;75
Szentlászló;község;Baranya;Szigetvár;1406;775;288
Szentliszló;község;Zala;Letenye;689;266;136
Szentlőrinc;város;Baranya;Szentlőrinc;2781;6465;2553
Szentlőrinckáta;község;Pest;Nagykáta;2015;1903;850
Szentmargitfalva;község;Zala;Letenye;312;73;65
Szentmártonkáta;nagyközség;Pest;Nagykáta;5217;4830;1944
Szentpéterfa;község;Vas;Szombathely;3124;994;376
Szentpéterfölde;község;Zala;Zalaegerszeg;1196;119;83
Szentpéterszeg;község;Hajdú-Bihar;Berettyóújfalu;2545;1111;474
Szentpéterúr;község;Zala;Zalaegerszeg;1596;994;424
Szenyér;község;Somogy;Marcali;2019;315;134
Szepetnek;község;Zala;Nagykanizsa;3039;1562;550
Szerecseny;község;Győr-Moson-Sopron;Tét;1239;784;366
Szeremle;község;Bács-Kiskun;Baja;3407;1414;620
Szerencs;város;Borsod-Abaúj-Zemplén;Szerencs;3668;9013;3813
Szerep;község;Hajdú-Bihar;Püspökladány;5601;1596;527
Szergény;község;Vas;Celldömölk;1561;331;169
Szigetbecse;község;Pest;Ráckeve;1711;1260;541
Szigetcsép;község;Pest;Ráckeve;1821;2313;962
Szigethalom;város;Pest;Szigetszentmiklós;912;16964;6163
Szigetmonostor;község;Pest;Szentendre;2351;2292;982
Szigetszentmárton;község;Pest;Ráckeve;1070;2109;919
Szigetszentmiklós;város;Pest;Szigetszentmiklós;4568;35656;14677
Szigetújfalu;község;Pest;Ráckeve;1080;1935;875
Szigetvár;város;Baranya;Szigetvár;3951;10656;4442
Szigliget;község;Veszprém;Tapolca;3426;810;398
Szihalom;község;Heves;Füzesabony;3417;1899;927
Szijártóháza;község;Zala;Lenti;378;28;30
